target,n_samples,ae_p90,ae_p95,ae_p99,ae_mean_2std,ae_mean_3std,ae_best_thr,if_recall
Recon_Ping_Sweep,169,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
Recon_VulScan,973,0.029804727646454265,0.022610483042137718,0.010277492291880781,0.017471736896197326,0.017471736896197326,0.022610483042137718,0.019527235354573486
MQTT_Malformed_Data,1747,0.24155695477962222,0.21236405266170577,0.12364052661705781,0.1671436748712078,0.1505437893531769,0.21236405266170577,0.2346880366342301
MQTT_DoS_Connect_Flood,3131,1.0,0.9993612264452252,0.0,0.0,0.0,0.9993612264452252,0.00830405621207282
ARP_Spoofing,1744,0.40538990825688076,0.3916284403669725,0.27465596330275227,0.33658256880733944,0.3038990825688073,0.3916284403669725,0.4294724770642202
