beta,target,variant,variant_name,n_target,n_loo_benign,h2_strict_rescue_recall,h2_binary_recall,ae_only_rescue_recall,flag_rate_all,false_alert_rate_benign,case1_pct,case2_pct,case3_pct,case4_pct,case5_pct
0.5,Recon_Ping_Sweep,vae_p90,VAE-only baseline (p90),169,31,0.16129032258064516,0.8461538461538461,0.16129032258064516,0.9635445852591374,0.16060839737282953,0.591715976331361,0.029585798816568046,0.22485207100591717,0.15384615384615385,0.0
0.5,Recon_Ping_Sweep,vae_p95,VAE-only baseline (p95),169,31,0.0967741935483871,0.834319526627219,0.16129032258064516,0.9601946948674613,0.08312282287871939,0.48520710059171596,0.01775147928994083,0.33136094674556216,0.16568047337278108,0.0
0.5,Recon_Ping_Sweep,vae_p99,VAE-only baseline (p99),169,31,0.03225806451612903,0.8224852071005917,0.16129032258064516,0.9575710436774602,0.025128300582338396,0.23668639053254437,0.005917159763313609,0.5798816568047337,0.17751479289940827,0.0
0.5,Recon_Ping_Sweep,entropy_benign_p93_vae_p90,Entropy p93 + VAE p90,169,31,1.0,1.0,0.16129032258064516,0.9680824595300963,0.24793256574573883,0.44970414201183434,0.17159763313609466,0.1893491124260355,0.0,0.1893491124260355
0.5,Recon_Ping_Sweep,entropy_benign_p95_vae_p90,Entropy p95 + VAE p90,169,31,0.967741935483871,0.9940828402366864,0.16129032258064516,0.967197075318178,0.22841492275374264,0.4970414201183432,0.1242603550295858,0.1952662721893491,0.005917159763313609,0.17751479289940827
0.5,Recon_Ping_Sweep,entropy_benign_p95_vae_p95,Entropy p95 + VAE p95,169,31,0.967741935483871,0.9940828402366864,0.16129032258064516,0.9640836609628497,0.1556359188448959,0.39644970414201186,0.10650887573964497,0.2958579881656805,0.005917159763313609,0.1952662721893491
0.5,Recon_Ping_Sweep,entropy_benign_p93_vae_p95,Entropy p93 + VAE p95,169,31,1.0,1.0,0.16129032258064516,0.9650172369736447,0.1760310580477039,0.34911242603550297,0.15384615384615385,0.28994082840236685,0.0,0.20710059171597633
0.5,Recon_Ping_Sweep,conf07_ent_p95_vae_p90,Confidence + Entropy p95 + VAE p90 (τ=0.7),169,31,0.967741935483871,0.9940828402366864,0.16129032258064516,0.967197075318178,0.22841492275374264,0.4970414201183432,0.1242603550295858,0.1952662721893491,0.005917159763313609,0.17751479289940827
0.5,Recon_Ping_Sweep,entropy_benign_p93_ae_p90,Entropy p93 + AE p90 (§15D baseline / SOFT tripwire),169,31,1.0,1.0,0.16129032258064516,0.9682763474651114,0.252426409976866,0.3727810650887574,0.17159763313609466,0.26627218934911245,0.0,0.1893491124260355
0.5,Recon_Ping_Sweep,entropy_benign_p95_ae_p90,Entropy p95 + AE p90 (§15C anchor / HARD tripwire),169,31,0.967741935483871,0.9940828402366864,0.16129032258064516,0.9674167402618944,0.2333076288988752,0.42011834319526625,0.1242603550295858,0.27218934911242604,0.005917159763313609,0.17751479289940827
0.5,Recon_VulScan,vae_p90,VAE-only baseline (p90),973,522,0.39846743295019155,0.6772867420349434,0.44061302681992337,0.9631231872038446,0.14925412822080997,0.3926002055498458,0.21377183967112023,0.07091469681397738,0.3227132579650565,0.0
0.5,Recon_VulScan,vae_p95,VAE-only baseline (p95),973,522,0.31800766283524906,0.6341212744090442,0.44061302681992337,0.9597744175516773,0.07179514452096684,0.38437821171634123,0.17060637204522097,0.07913669064748201,0.3658787255909558,0.0
0.5,Recon_VulScan,vae_p99,VAE-only baseline (p99),973,522,0.10153256704980843,0.5179856115107914,0.44061302681992337,0.9571305930505185,0.0137474406360518,0.3751284686536485,0.05447070914696814,0.08838643371017471,0.48201438848920863,0.0
0.5,Recon_VulScan,entropy_benign_p93_vae_p90,Entropy p93 + VAE p90,973,522,0.789272030651341,0.8869475847893115,0.44061302681992337,0.9682203104896735,0.2492886962533571,0.03186022610483042,0.5745118191161357,0.04316546762589928,0.1130524152106886,0.23741007194244604
0.5,Recon_VulScan,entropy_benign_p95_vae_p90,Entropy p95 + VAE p90,973,522,0.7222222222222222,0.8509763617677287,0.44061302681992337,0.9673349262777551,0.23011673358683224,0.0698869475847893,0.5364850976361768,0.051387461459403906,0.14902363823227133,0.1932168550873587
