target,n_samples,ae_p90,ae_p95,ae_p99,ae_mean_2std,ae_mean_3std,ae_best_thr,if_recall
Recon_Ping_Sweep,169,0.5443786982248521,0.5088757396449705,0.22485207100591717,0.011834319526627219,0.011834319526627219,0.5443786982248521,0.07692307692307693
Recon_VulScan,973,0.6300102774922919,0.5734840698869476,0.43268242548818087,0.2949640287769784,0.1644398766700925,0.6300102774922919,0.020554984583761562
MQTT_Malformed_Data,1747,0.5575271894676589,0.4699484831139096,0.2289639381797367,0.0,0.0,0.5575271894676589,0.20263308528906698
MQTT_DoS_Connect_Flood,3131,0.9996806132226126,0.9996806132226126,0.988502076014053,0.0015969338869370809,0.00031938677738741617,0.9996806132226126,0.007984669434685404
ARP_Spoofing,1744,0.5527522935779816,0.2861238532110092,0.024655963302752295,0.0017201834862385322,0.0017201834862385322,0.5527522935779816,0.43922018348623854
