seed,target,variant,variant_name,n_target,n_loo_benign,h2_strict_rescue_recall,h2_binary_recall,ae_only_rescue_recall,flag_rate_all,false_alert_rate_benign,case1_pct,case2_pct,case3_pct,case4_pct,case5_pct
100,Recon_Ping_Sweep,baseline_ae_p90,"Baseline (Phase 6, AE p90)",169,27,,0.863905325443787,0.14814814814814814,0.9648143831225596,0.19017736059776105,0.5207100591715976,0.023668639053254437,0.31952662721893493,0.13609467455621302,0.0
100,Recon_Ping_Sweep,baseline_ae_p95,Baseline (AE p95),169,27,,0.8520710059171598,0.14814814814814814,0.9603919450210027,0.08769643949264765,0.4970414201183432,0.011834319526627219,0.3431952662721893,0.14792899408284024,0.0
100,Recon_Ping_Sweep,confidence_0.6,Confidence floor (τ=0.6),169,27,,0.9112426035502958,0.14814814814814814,0.9651416390591168,0.19331507432127,0.4970414201183432,0.047337278106508875,0.30177514792899407,0.08875739644970414,0.0650887573964497
100,Recon_Ping_Sweep,confidence_0.7,Confidence floor (τ=0.7),169,27,,0.9349112426035503,0.14814814814814814,0.9655114830970067,0.19836732523200468,0.4556213017751479,0.08875739644970414,0.2781065088757396,0.0650887573964497,0.11242603550295859
100,Recon_Ping_Sweep,entropy_benign_p90,Entropy (benign-val p90),169,27,,1.0,0.14814814814814814,0.969530454975411,0.2811178769909857,0.24260355029585798,0.30177514792899407,0.25443786982248523,0.0,0.20118343195266272
100,Recon_Ping_Sweep,entropy_benign_p95,Entropy (benign-val p95),169,27,,0.9881656804733728,0.14814814814814814,0.9674503624471571,0.23399898954981785,0.3905325443786982,0.15384615384615385,0.26627218934911245,0.011834319526627219,0.17751479289940827
100,Recon_Ping_Sweep,entropy_benign_p99,Entropy (benign-val p99),169,27,,0.9112426035502958,0.14814814814814814,0.965288455934764,0.19488393118302444,0.5029585798816568,0.04142011834319527,0.30177514792899407,0.08875739644970414,0.0650887573964497
100,Recon_Ping_Sweep,ensemble_p90,Ensemble AE+IF (p90),169,27,,0.863905325443787,0.14814814814814814,0.9634157002156303,0.16278884250272554,0.5798816568047337,0.023668639053254437,0.2603550295857988,0.13609467455621302,0.0
100,Recon_Ping_Sweep,ensemble_p95,Ensemble AE+IF (p95),169,27,,0.8461538461538461,0.14814814814814814,0.9623476354637844,0.13949530672481186,0.07100591715976332,0.005917159763313609,0.7692307692307693,0.15384615384615385,0.0
100,Recon_Ping_Sweep,conf07_ent_p95,"Confidence + Entropy (τ=0.7, benign p95)",169,27,,0.9881656804733728,0.14814814814814814,0.9674503624471571,0.23399898954981785,0.3905325443786982,0.15384615384615385,0.26627218934911245,0.011834319526627219,0.17751479289940827
100,Recon_Ping_Sweep,full_enhanced,Full enhanced (conf+ent+ensemble),169,27,,0.9881656804733728,0.14814814814814814,0.9667868846579727,0.22099609115324276,0.46153846153846156,0.14201183431952663,0.1952662721893491,0.011834319526627219,0.1893491124260355
100,Recon_VulScan,baseline_ae_p90,"Baseline (Phase 6, AE p90)",973,524,0.45229007633587787,0.7050359712230215,0.45229007633587787,0.9648401601312611,0.18866168532454064,0.3864337101747174,0.24357656731757452,0.0750256937307297,0.2949640287769784,0.0
100,Recon_VulScan,baseline_ae_p95,Baseline (AE p95),973,524,0.35877862595419846,0.6546762589928058,0.45229007633587787,0.9598629559728692,0.0729385486744489,0.3802672147995889,0.1932168550873587,0.08119218910585817,0.34532374100719426,0.0
100,Recon_VulScan,confidence_0.6,Confidence floor (τ=0.6),973,524,0.48091603053435117,0.7204522096608428,0.45229007633587787,0.965145001277643,0.19179939904804957,0.3175745118191161,0.31243576567317577,0.06680369989722508,0.2795477903391572,0.023638232271325797
