beta,target,variant,variant_name,n_target,n_loo_benign,h2_strict_rescue_recall,h2_binary_recall,ae_only_rescue_recall,flag_rate_all,false_alert_rate_benign,case1_pct,case2_pct,case3_pct,case4_pct,case5_pct
1.0,Recon_VulScan,entropy_benign_p95_vae_p90,Entropy p95 + VAE p90,973,522,0.7318007662835249,0.8561151079136691,0.44061302681992337,0.9680297847731847,0.24647007206105245,0.07091469681397738,0.5477903391572456,0.050359712230215826,0.14388489208633093,0.18705035971223022
1.0,Recon_VulScan,entropy_benign_p95_vae_p95,Entropy p95 + VAE p95,973,522,0.6781609195402298,0.8273381294964028,0.44061302681992337,0.9645902352208081,0.16576701146063233,0.06885919835560124,0.4933196300102775,0.052415210688591986,0.17266187050359713,0.21274409044193218
1.0,Recon_VulScan,entropy_benign_p93_vae_p95,Entropy p93 + VAE p95,973,522,0.7528735632183908,0.8674203494347379,0.44061302681992337,0.9655182075340593,0.18578987954370196,0.030832476875642344,0.5313463514902363,0.044193216855087356,0.13257965056526208,0.26104830421377184
1.0,Recon_VulScan,conf07_ent_p95_vae_p90,Confidence + Entropy p95 + VAE p90 (τ=0.7),973,522,0.7318007662835249,0.8561151079136691,0.44061302681992337,0.9680297847731847,0.24647007206105245,0.07091469681397738,0.5477903391572456,0.050359712230215826,0.14388489208633093,0.18705035971223022
1.0,Recon_VulScan,entropy_benign_p93_ae_p90,Entropy p93 + AE p90 (§15D baseline / SOFT tripwire),973,522,0.8026819923371648,0.894141829393628,0.44061302681992337,0.9684119569456711,0.25367617730741615,0.0328879753340185,0.5971223021582733,0.0421377183967112,0.10585817060637205,0.22199383350462487
1.0,Recon_VulScan,entropy_benign_p95_ae_p90,Entropy p95 + AE p90 (§15C anchor / HARD tripwire),973,522,0.7452107279693486,0.8633093525179856,0.44061302681992337,0.9675657986165591,0.23519557529183396,0.07091469681397738,0.5590955806783144,0.050359712230215826,0.1366906474820144,0.1829393627954779
1.0,MQTT_Malformed_Data,vae_p90,VAE-only baseline (p90),1747,472,0.3156779661016949,0.8151116199198626,0.3347457627118644,0.9640309862059381,0.17640332916744222,0.4459072696050372,0.08528906697195192,0.28391528334287347,0.1848883800801374,0.0
1.0,MQTT_Malformed_Data,vae_p95,VAE-only baseline (p95),1747,472,0.2266949152542373,0.7910704064109902,0.3347457627118644,0.9598607144938516,0.08070306060042014,0.37664567830566686,0.061247853463079566,0.35317687464224384,0.20892959358900973,0.0
1.0,MQTT_Malformed_Data,vae_p99,VAE-only baseline (p99),1747,472,0.02754237288135593,0.7372638809387522,0.3347457627118644,0.9567461793990146,0.013295397133512379,0.22610188895248998,0.007441327990841442,0.5037206639954207,0.26273611906124783,0.0
1.0,MQTT_Malformed_Data,entropy_benign_p93_vae_p90,Entropy p93 + VAE p90,1747,472,0.8135593220338984,0.9496279336004579,0.3347457627118644,0.9685677397373883,0.262052277501529,0.2678878076702919,0.2633085289066972,0.22610188895248998,0.05037206639954207,0.19232970807097882
1.0,MQTT_Malformed_Data,entropy_benign_p95_vae_p90,Entropy p95 + VAE p90,1747,472,0.7796610169491526,0.9404693760732684,0.3347457627118644,0.9676834762649786,0.24343872151461163,0.2919290211791643,0.23926731539782484,0.23983972524327418,0.059530623926731537,0.16943331425300515
1.0,MQTT_Malformed_Data,entropy_benign_p95_vae_p95,Entropy p95 + VAE p95,1747,472,0.7182203389830508,0.9238694905552376,0.3347457627118644,0.9642069423088131,0.1626027069428564,0.23640526617057814,0.2014882655981683,0.2953634802518603,0.07613050944476245,0.19061247853463079
1.0,MQTT_Malformed_Data,entropy_benign_p93_vae_p95,Entropy p93 + VAE p95,1747,472,0.7627118644067796,0.9358900973096738,0.3347457627118644,0.965153967193713,0.1823862578775228,0.21751574127074985,0.22037779049799658,0.27647395535203206,0.06410990269032628,0.22152261018889524
1.0,MQTT_Malformed_Data,conf07_ent_p95_vae_p90,Confidence + Entropy p95 + VAE p90 (τ=0.7),1747,472,0.7796610169491526,0.9404693760732684,0.3347457627118644,0.9676834762649786,0.24343872151461163,0.2919290211791643,0.23926731539782484,0.23983972524327418,0.059530623926731537,0.16943331425300515
1.0,MQTT_Malformed_Data,entropy_benign_p93_ae_p90,Entropy p93 + AE p90 (§15D baseline / SOFT tripwire),1747,472,0.8072033898305084,0.9479107040641099,0.3347457627118644,0.968065648437465,0.2501927832584359,0.27876359473382945,0.27876359473382945,0.2152261018889525,0.052089295935890095,0.17515741270749857
1.0,MQTT_Malformed_Data,entropy_benign_p95_ae_p90,Entropy p95 + AE p90 (§15C anchor / HARD tripwire),1747,472,0.7733050847457628,0.9387521465369204,0.3347457627118644,0.967201558276213,0.2318983168027229,0.3073840870062965,0.25014310246136234,0.22438465941614197,0.061247853463079566,0.15684029765311963
1.0,MQTT_DoS_Connect_Flood,vae_p90,VAE-only baseline (p90),3131,0,,1.0,,0.964548767858984,0.18339670805966973,0.9996806132226126,0.0,0.00031938677738741617,0.0,0.0
1.0,MQTT_DoS_Connect_Flood,vae_p95,VAE-only baseline (p95),3131,0,,1.0,,0.9605331581991061,0.09054165447921929,0.9996806132226126,0.0,0.00031938677738741617,0.0,0.0
1.0,MQTT_DoS_Connect_Flood,vae_p99,VAE-only baseline (p99),3131,0,,1.0,,0.9575172481810398,0.02321376339511261,0.9932928776748643,0.0,0.00670712232513574,0.0,0.0
1.0,MQTT_DoS_Connect_Flood,entropy_benign_p93_vae_p90,Entropy p93 + VAE p90,3131,0,,1.0,,0.96882775130342,0.2655888531390433,0.7377834557649313,0.2618971574576813,0.0,0.0,0.00031938677738741617
1.0,MQTT_DoS_Connect_Flood,entropy_benign_p95_vae_p90,Entropy p95 + VAE p90,3131,0,,1.0,,0.9679860759323432,0.24700188794639297,0.8093260938997126,0.19035451932290004,0.0,0.0,0.00031938677738741617
1.0,MQTT_DoS_Connect_Flood,entropy_benign_p95_vae_p95,Entropy p95 + VAE p95,3131,0,,1.0,,0.9645644582121067,0.1666179168771771,0.8093260938997126,0.19035451932290004,0.0,0.0,0.00031938677738741617
1.0,MQTT_DoS_Connect_Flood,entropy_benign_p93_vae_p95,Entropy p93 + VAE p95,3131,0,,1.0,,0.9654520839030426,0.18621533225197437,0.7377834557649313,0.2618971574576813,0.0,0.0,0.00031938677738741617
1.0,MQTT_DoS_Connect_Flood,conf07_ent_p95_vae_p90,Confidence + Entropy p95 + VAE p90 (τ=0.7),3131,0,,1.0,,0.9679860759323432,0.24700188794639297,0.8093260938997126,0.19035451932290004,0.0,0.0,0.00031938677738741617
1.0,MQTT_DoS_Connect_Flood,entropy_benign_p93_ae_p90,Entropy p93 + AE p90 (§15D baseline / SOFT tripwire),3131,0,,1.0,,0.968329022222023,0.2537027681016832,0.7377834557649313,0.2618971574576813,0.0,0.0,0.00031938677738741617
1.0,MQTT_DoS_Connect_Flood,entropy_benign_p95_ae_p90,Entropy p95 + AE p90 (§15C anchor / HARD tripwire),3131,0,,1.0,,0.9675041579435775,0.23540830164597015,0.8093260938997126,0.19035451932290004,0.0,0.0,0.00031938677738741617
1.0,ARP_Spoofing,vae_p90,VAE-only baseline (p90),1744,316,0.30063291139240506,0.8732798165137615,0.31962025316455694,0.9643537591844603,0.18044512989602998,0.46215596330275227,0.05447247706422018,0.356651376146789,0.12672018348623854,0.0
1.0,ARP_Spoofing,vae_p95,VAE-only baseline (p95),1744,316,0.17721518987341772,0.8509174311926605,0.31962025316455694,0.9606497151080169,0.09567367777275507,0.28440366972477066,0.03211009174311927,0.5344036697247706,0.14908256880733944,0.0
1.0,ARP_Spoofing,vae_p99,VAE-only baseline (p99),1744,316,0.0379746835443038,0.8256880733944955,0.31962025316455694,0.9575923377281266,0.027973515568910045,0.016055045871559634,0.006880733944954129,0.8027522935779816,0.1743119266055046,0.0
1.0,ARP_Spoofing,entropy_benign_p93_vae_p90,Entropy p93 + VAE p90,1744,316,0.819620253164557,0.9673165137614679,0.31962025316455694,0.9675254519942439,0.23668465977078734,0.2775229357798165,0.23910550458715596,0.12729357798165136,0.03268348623853211,0.32339449541284404
1.0,ARP_Spoofing,entropy_benign_p95_vae_p90,Entropy p95 + VAE p90,1744,316,0.7120253164556962,0.9478211009174312,0.31962025316455694,0.9665773063698351,0.21756587869279656,0.33658256880733944,0.18004587155963303,0.1731651376146789,0.05217889908256881,0.2580275229357798
1.0,ARP_Spoofing,entropy_benign_p95_vae_p95,Entropy p95 + VAE p95,1744,316,0.6740506329113924,0.9409403669724771,0.31962025316455694,0.9630503391357753,0.135347142819156,0.20928899082568808,0.10722477064220183,0.30045871559633025,0.059059633027522936,0.32396788990825687
1.0,ARP_Spoofing,entropy_benign_p93_vae_p95,Entropy p93 + VAE p95,1744,316,0.7911392405063291,0.9621559633027523,0.31962025316455694,0.9640634876516921,0.15571569122769696,0.18004587155963303,0.13646788990825687,0.22477064220183487,0.03784403669724771,0.4208715596330275
1.0,ARP_Spoofing,conf07_ent_p95_vae_p90,Confidence + Entropy p95 + VAE p90 (τ=0.7),1744,316,0.7120253164556962,0.9478211009174312,0.31962025316455694,0.9665773063698351,0.21756587869279656,0.33658256880733944,0.18004587155963303,0.1731651376146789,0.05217889908256881,0.2580275229357798
1.0,ARP_Spoofing,entropy_benign_p93_ae_p90,Entropy p93 + AE p90 (§15D baseline / SOFT tripwire),1744,316,0.8259493670886076,0.9684633027522935,0.31962025316455694,0.9671096576364948,0.226659930332119,0.2918577981651376,0.26089449541284404,0.11295871559633028,0.03153669724770642,0.30275229357798167
1.0,ARP_Spoofing,entropy_benign_p95_ae_p90,Entropy p95 + AE p90 (§15C anchor / HARD tripwire),1744,316,0.7278481012658228,0.9506880733944955,0.31962025316455694,0.9662197904665415,0.20873773499614434,0.36009174311926606,0.1926605504587156,0.1496559633027523,0.04931192660550459,0.24827981651376146
