seed,target,variant,variant_name,n_target,n_loo_benign,h2_strict_rescue_recall,h2_binary_recall,ae_only_rescue_recall,flag_rate_all,false_alert_rate_benign,case1_pct,case2_pct,case3_pct,case4_pct,case5_pct
7,Recon_Ping_Sweep,baseline_ae_p90,"Baseline (Phase 6, AE p90)",169,31,0.16129032258064516,0.8461538461538461,0.16129032258064516,0.9647773987187706,0.18922009200414816,0.514792899408284,0.029585798816568046,0.30177514792899407,0.15384615384615385,0.0
7,Recon_Ping_Sweep,baseline_ae_p95,Baseline (AE p95),169,31,0.06451612903225806,0.8284023668639053,0.16129032258064516,0.96037625466788,0.08740394075571037,0.4970414201183432,0.011834319526627219,0.31952662721893493,0.17159763313609466,0.0
7,Recon_Ping_Sweep,confidence_0.6,Confidence floor (τ=0.6),169,31,0.3225806451612903,0.8757396449704142,0.16129032258064516,0.9651293109245205,0.1931289387614008,0.4319526627218935,0.11242603550295859,0.2603550295857988,0.1242603550295858,0.07100591715976332
7,Recon_Ping_Sweep,confidence_0.7,Confidence floor (τ=0.7),169,31,0.6451612903225806,0.9349112426035503,0.16129032258064516,0.9655215697525855,0.19868641476320897,0.3727810650887574,0.17159763313609466,0.21893491124260356,0.0650887573964497,0.17159763313609466
7,Recon_Ping_Sweep,entropy_benign_p90,Entropy (benign-val p90),169,31,1.0,1.0,0.16129032258064516,0.96955847346313,0.28188901002472944,0.047337278106508875,0.4970414201183432,0.13609467455621302,0.0,0.31952662721893493
7,Recon_Ping_Sweep,entropy_benign_p95,Entropy (benign-val p95),169,31,0.9354838709677419,0.9881656804733728,0.16129032258064516,0.9674413965310871,0.23386603557848273,0.2485207100591716,0.2958579881656805,0.17159763313609466,0.011834319526627219,0.27218934911242604
7,Recon_Ping_Sweep,entropy_benign_p99,Entropy (benign-val p99),169,31,0.3870967741935484,0.8875739644970414,0.16129032258064516,0.965242505614905,0.19403302576647966,0.378698224852071,0.16568047337278108,0.2603550295857988,0.11242603550295859,0.08284023668639054
7,Recon_Ping_Sweep,ensemble_p90,Ensemble AE+IF (p90),169,31,0.0967741935483871,0.834319526627219,0.16129032258064516,0.9634134587366128,0.16236338979445317,0.5857988165680473,0.01775147928994083,0.23076923076923078,0.16568047337278108,0.0
7,Recon_Ping_Sweep,ensemble_p95,Ensemble AE+IF (p95),169,31,0.0,0.8165680473372781,0.16129032258064516,0.9623453939847669,0.13906985401653948,0.07692307692307693,0.0,0.7396449704142012,0.1834319526627219,0.0
7,Recon_Ping_Sweep,conf07_ent_p95,"Confidence + Entropy (τ=0.7, benign p95)",169,31,0.9354838709677419,0.9881656804733728,0.16129032258064516,0.9674413965310871,0.23386603557848273,0.2485207100591716,0.2958579881656805,0.17159763313609466,0.011834319526627219,0.27218934911242604
7,Recon_Ping_Sweep,full_enhanced,Full enhanced (conf+ent+ensemble),169,31,0.9354838709677419,0.9881656804733728,0.16129032258064516,0.9668081787086391,0.22139495306724813,0.23668639053254437,0.3668639053254438,0.1834319526627219,0.011834319526627219,0.20118343195266272
