target,n_test,e7_recall,e7_called_benign_n,e7_called_benign_pct,h2_sample_sufficient,ae_recall_p90,ae_recall_on_missed_p90,binary_detected_recall_p90,confirmed_or_zeroday_p90,ae_recall_p95,ae_recall_on_missed_p95,binary_detected_recall_p95,confirmed_or_zeroday_p95,ae_recall_p99,ae_recall_on_missed_p99,binary_detected_recall_p99,confirmed_or_zeroday_p99
Recon_Ping_Sweep,169,0.7100591715976331,25,14.792899408284024,False,0.5443786982248521,0.2,0.8816568047337278,0.5443786982248521,0.5088757396449705,0.08,0.863905325443787,0.5088757396449705,0.22485207100591717,0.0,0.8520710059171598,0.22485207100591717
Recon_VulScan,973,0.3319630010277492,535,54.98458376156218,True,0.6269270298047277,0.35700934579439253,0.6464542651593012,0.6269270298047277,0.5683453237410072,0.2635514018691589,0.5950668036998972,0.5683453237410072,0.42548818088386436,0.048598130841121495,0.47687564234326824,0.42548818088386436
MQTT_Malformed_Data,1747,0.8282770463651975,159,9.101316542644533,True,0.5552375500858615,0.18238993710691823,0.9255867200915856,0.5552375500858615,0.4613623354321694,0.13836477987421383,0.9215798511734402,0.4613623354321694,0.22552947910704063,0.006289308176100629,0.909559244419004,0.22552947910704063
MQTT_DoS_Connect_Flood,3131,0.9990418396678378,0,0.0,False,0.9996806132226126,,1.0,0.9996806132226126,0.9996806132226126,,1.0,0.9996806132226126,0.9827531140210796,,1.0,0.9827531140210796
ARP_Spoofing,1744,0.7098623853211009,252,14.449541284403669,True,0.5481651376146789,0.2222222222222222,0.8876146788990825,0.5481651376146789,0.26605504587155965,0.15079365079365079,0.8772935779816514,0.26605504587155965,0.02236238532110092,0.031746031746031744,0.8600917431192661,0.02236238532110092
