,IAT,Rate,Header_Length,Tot sum,Min,Max,Covariance,Variance,Duration,ack_count,syn_count,fin_count,rst_count,Srate,AVG,Std,Tot size,Number,Magnitue,Radius,Weight,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,HTTP,HTTPS,DNS,TCP,DHCP,ARP,ICMP,Protocol Type,UDP,IPv,LLC,Telnet,SMTP,SSH,IRC,IGMP
DDoS,1.7361233,0.33534455,0.10596417,0.09044263,0.07170106,0.021030286,0.01205092,0.05559247,0.009416011,0.0012574241,0.23961258,0.018530408,0.058514908,0.068994544,0.013255369,0.012923619,0.026683725,0.0969396,0.00775416,0.010125884,0.034125585,0.0007012767,0.29509282,0.03545676,0.027762428,0.07010306,0.0,0.0,2.9532323e-06,0.01378963,2.3271405e-05,0.32964522,0.0,0.0008455408,0.028379194,0.087618805,0.11770945,0.00030052493,7.303471e-05,0.0,0.0,0.0,0.0,0.0
DoS,1.7969878,0.20879075,0.12277469,0.20460223,0.08044099,0.016715586,0.015045423,0.04452806,0.012411042,0.009647998,0.2675533,0.032654647,0.054657463,0.068936504,0.0127128605,0.010081125,0.041290212,0.07124767,0.019589748,0.00531143,0.028715037,0.002528116,0.19860259,0.022625806,0.060712893,0.061834928,0.0,0.0,9.208e-06,0.008601984,9.936581e-05,0.26987347,0.0,0.0013273383,0.03232665,0.114164576,0.24180315,0.00035664503,8.965307e-05,0.0,0.0,0.0,0.0,0.0
MQTT,0.31455976,0.14963827,0.16772556,0.073820785,0.090267316,0.019240782,0.05329647,0.11031127,0.0021480862,0.13439515,0.070325516,0.050583206,0.075745665,0.03149026,0.025574896,0.0106402915,0.04211759,0.061090995,0.023661908,0.009773815,0.028076869,0.06244702,0.033967353,0.10697953,0.09945767,0.13986188,0.0,0.0,0.00017435868,0.0131397,0.00021501989,0.05096569,0.0,0.0007445748,0.0,0.040741738,0.03807957,0.00021796409,0.0,0.0,0.0,0.0,0.0,0.0
Recon,0.10788002,0.20889528,0.19277862,0.03955861,0.19349472,0.049571995,0.041184235,0.027248139,0.026473172,0.01927989,0.19992673,0.037186258,0.13153495,0.049229402,0.055851746,0.018091273,0.1541096,0.124289066,0.06052782,0.026250497,0.036157288,0.0051728804,0.030910997,0.024046175,0.0421689,0.035337713,0.0,0.0,0.00060482614,0.012738269,0.00038204767,0.18472447,0.0,0.020315371,0.007092661,0.09571861,0.09085271,0.0005889954,0.0005430774,4.380761e-05,0.0,2.9084078e-05,5.557312e-06,0.0
Spoofing,0.079404965,0.17934953,0.28722852,0.025647419,0.063032724,0.0860215,0.026533542,0.18443531,0.028466312,0.010700283,0.030624285,0.15667114,0.09020313,0.03912165,0.03182774,0.03436473,0.34205472,0.12015042,0.0479082,0.024497222,0.016993094,0.01306212,0.085388675,0.05597746,0.0575976,0.080732636,0.0,0.0,0.0005034625,0.010475548,0.00030104254,0.0076426035,0.0,0.007993118,0.0031791856,0.16747108,0.19373028,0.007720089,0.00026988238,0.0,0.0,0.0,0.0,0.0
