beta,target,variant,variant_name,n_target,n_loo_benign,h2_strict_rescue_recall,h2_binary_recall,ae_only_rescue_recall,flag_rate_all,false_alert_rate_benign,case1_pct,case2_pct,case3_pct,case4_pct,case5_pct
0.1,Recon_Ping_Sweep,vae_p90,VAE-only baseline (p90),169,31,0.22580645161290322,0.8579881656804734,0.16129032258064516,0.9652716448421327,0.2009732230701731,0.5976331360946746,0.04142011834319527,0.21893491124260356,0.14201183431952663,0.0
0.1,Recon_Ping_Sweep,vae_p95,VAE-only baseline (p95),169,31,0.12903225806451613,0.8402366863905325,0.16129032258064516,0.9608716215307509,0.0989177546733321,0.4970414201183432,0.023668639053254437,0.31952662721893493,0.15976331360946747,0.0
0.1,Recon_Ping_Sweep,vae_p99,VAE-only baseline (p99),169,31,0.03225806451612903,0.8224852071005917,0.16129032258064516,0.9576192354763368,0.026085569175951284,0.22485207100591717,0.005917159763313609,0.591715976331361,0.17751479289940827,0.0
0.1,Recon_Ping_Sweep,entropy_benign_p93_vae_p90,Entropy p93 + VAE p90,169,31,1.0,1.0,0.16129032258064516,0.9687974913366836,0.26479112931103255,0.44970414201183434,0.1893491124260355,0.1893491124260355,0.0,0.17159763313609466
0.1,Recon_Ping_Sweep,entropy_benign_p95_vae_p90,Entropy p95 + VAE p90,169,31,0.967741935483871,0.9940828402366864,0.16129032258064516,0.9679255559988703,0.2455393942617066,0.5029585798816568,0.13609467455621302,0.1893491124260355,0.005917159763313609,0.16568047337278108
0.1,Recon_Ping_Sweep,entropy_benign_p95_vae_p95,Entropy p95 + VAE p95,169,31,0.967741935483871,0.9940828402366864,0.16129032258064516,0.9645162664132301,0.16563405748929722,0.40828402366863903,0.11242603550295859,0.28402366863905326,0.005917159763313609,0.1893491124260355
0.1,Recon_Ping_Sweep,entropy_benign_p93_vae_p95,Entropy p93 + VAE p95,169,31,1.0,1.0,0.16129032258064516,0.9654319105918849,0.18563033477809981,0.3609467455621302,0.15976331360946747,0.2781065088757396,0.0,0.20118343195266272
0.1,Recon_Ping_Sweep,conf07_ent_p95_vae_p90,Confidence + Entropy p95 + VAE p90 (τ=0.7),169,31,0.967741935483871,0.9940828402366864,0.16129032258064516,0.9679255559988703,0.2455393942617066,0.5029585798816568,0.13609467455621302,0.1893491124260355,0.005917159763313609,0.16568047337278108
0.1,Recon_Ping_Sweep,entropy_benign_p93_ae_p90,Entropy p93 + AE p90 (§15D baseline / SOFT tripwire),169,31,1.0,1.0,0.16129032258064516,0.9682763474651114,0.252426409976866,0.3727810650887574,0.17159763313609466,0.26627218934911245,0.0,0.1893491124260355
0.1,Recon_Ping_Sweep,entropy_benign_p95_ae_p90,Entropy p95 + AE p90 (§15C anchor / HARD tripwire),169,31,0.967741935483871,0.9940828402366864,0.16129032258064516,0.9674167402618944,0.2333076288988752,0.42011834319526625,0.1242603550295858,0.27218934911242604,0.005917159763313609,0.17751479289940827
0.1,Recon_VulScan,vae_p90,VAE-only baseline (p90),973,522,0.42911877394636017,0.6937307297019527,0.44061302681992337,0.9652402641358874,0.19876618714601005,0.3936279547790339,0.2302158273381295,0.0698869475847893,0.3062692702980473,0.0
0.1,Recon_VulScan,vae_p95,VAE-only baseline (p95),973,522,0.32567049808429116,0.6382322713257965,0.44061302681992337,0.9604434990384055,0.08745712234424442,0.38848920863309355,0.1747173689619733,0.0750256937307297,0.3617677286742035,0.0
0.1,Recon_VulScan,vae_p99,VAE-only baseline (p99),973,522,0.13218390804597702,0.5344295991778006,0.44061302681992337,0.9571911129839914,0.01470470922966469,0.37410071942446044,0.07091469681397738,0.08941418293936279,0.46557040082219936,0.0
0.1,Recon_VulScan,entropy_benign_p93_vae_p90,Entropy p93 + VAE p90,973,522,0.7988505747126436,0.8920863309352518,0.44061302681992337,0.9689353422962608,0.26612066902438375,0.03186022610483042,0.591983556012333,0.04316546762589928,0.1079136690647482,0.2250770811921891
0.1,Recon_VulScan,entropy_benign_p95_vae_p90,Entropy p95 + VAE p90,973,522,0.7394636015325671,0.8602261048304214,0.44061302681992337,0.9680701313955,0.24729438668333023,0.0698869475847893,0.5539568345323741,0.051387461459403906,0.1397738951695786,0.18499486125385406
0.1,Recon_VulScan,entropy_benign_p95_vae_p95,Entropy p95 + VAE p95,973,522,0.6743295019157088,0.8252826310380267,0.44061302681992337,0.9646496344147723,0.16720291435105167,0.06885919835560124,0.4943473792394656,0.052415210688591986,0.1747173689619733,0.20966084275436794
0.1,Recon_VulScan,entropy_benign_p93_vae_p95,Entropy p93 + VAE p95,973,522,0.7471264367816092,0.8643371017471737,0.44061302681992337,0.9655585541563746,0.18682692052011593,0.030832476875642344,0.5323741007194245,0.044193216855087356,0.13566289825282632,0.2569373072970195
0.1,Recon_VulScan,conf07_ent_p95_vae_p90,Confidence + Entropy p95 + VAE p90 (τ=0.7),973,522,0.7394636015325671,0.8602261048304214,0.44061302681992337,0.9680701313955,0.24729438668333023,0.0698869475847893,0.5539568345323741,0.051387461459403906,0.1397738951695786,0.18499486125385406
0.1,Recon_VulScan,entropy_benign_p93_ae_p90,Entropy p93 + AE p90 (§15D baseline / SOFT tripwire),973,522,0.8026819923371648,0.894141829393628,0.44061302681992337,0.9684119569456711,0.25367617730741615,0.0328879753340185,0.5971223021582733,0.0421377183967112,0.10585817060637205,0.22199383350462487
0.1,Recon_VulScan,entropy_benign_p95_ae_p90,Entropy p95 + AE p90 (§15C anchor / HARD tripwire),973,522,0.7452107279693486,0.8633093525179856,0.44061302681992337,0.9675657986165591,0.23519557529183396,0.07091469681397738,0.5590955806783144,0.050359712230215826,0.1366906474820144,0.1829393627954779
0.1,MQTT_Malformed_Data,vae_p90,VAE-only baseline (p90),1747,472,0.3114406779661017,0.813966800228964,0.3347457627118644,0.9649813733093644,0.19879277794027708,0.4728105323411563,0.08414424728105323,0.25701202060675443,0.18603319977103605,0.0
