seed,variant,variant_name,h2_strict_pass,h2_strict_pass_int,h2_strict_avg,h2_strict_evaluated,h2_binary_pass,h2_binary_pass_int,h2_binary_avg,avg_flag_rate,avg_false_alert_rate
1,baseline_ae_p90,"Baseline (Phase 6, AE p90)",0/4,0,0.36977505594497057,3,5/5,5,0.8476562760013501,0.9647549839285954,0.18902863828542557
1,baseline_ae_p95,Baseline (AE p95),0/4,0,0.2765857953261029,3,4/5,4,0.826419076502652,0.9599232517584403,0.07714521232749222
1,confidence_0.6,Confidence floor (τ=0.6),0/4,0,0.44115689392309787,3,5/5,5,0.8677736488224614,0.9650804466819386,0.1927885765947829
1,confidence_0.7,Confidence floor (τ=0.7),0/4,0,0.52070862192123,3,5/5,5,0.893322249982252,0.9654393074726428,0.19778764591698356
1,entropy_benign_p90,Entropy (benign-val p90),3/4,3,0.8822145491303391,3,5/5,5,0.9733609838515032,0.969381620768648,0.277942936155503
1,entropy_benign_p95,Entropy (benign-val p95),3/4,3,0.7644214557388826,3,5/5,5,0.94987427753594,0.9671847471835816,0.2289892839099104
1,entropy_benign_p99,Entropy (benign-val p99),0/4,0,0.44811390432735326,3,5/5,5,0.8754309745946325,0.9651806407940213,0.19355970962852662
1,ensemble_p90,Ensemble AE+IF (p90),0/4,0,0.2671349502126207,3,4/5,4,0.808090375856855,0.9629440930303452,0.15182279894700454
1,ensemble_p95,Ensemble AE+IF (p95),0/4,0,0.11654275401215854,3,4/5,4,0.7786728394406458,0.9616884164847332,0.1250405509612572
1,conf07_ent_p95,"Confidence + Entropy (τ=0.7, benign p95)",3/4,3,0.7644214557388826,3,5/5,5,0.94987427753594,0.9671847471835816,0.2289892839099104
1,full_enhanced,Full enhanced (conf+ent+ensemble),1/4,1,0.7115136575628719,3,5/5,5,0.9309242635547876,0.9665255282045304,0.21605552157842953
