seed,target,variant,variant_name,n_target,n_loo_benign,h2_strict_rescue_recall,h2_binary_recall,ae_only_rescue_recall,flag_rate_all,false_alert_rate_benign,case1_pct,case2_pct,case3_pct,case4_pct,case5_pct
1,Recon_Ping_Sweep,baseline_ae_p90,"Baseline (Phase 6, AE p90)",169,29,,0.8520710059171598,0.13793103448275862,0.9647639498446655,0.1888212300901428,0.5207100591715976,0.023668639053254437,0.3076923076923077,0.14792899408284024,0.0
1,Recon_Ping_Sweep,baseline_ae_p95,Baseline (AE p95),169,29,,0.8402366863905325,0.13793103448275862,0.9603818583654239,0.08735075916717633,0.4970414201183432,0.011834319526627219,0.33136094674556216,0.15976331360946747,0.0
1,Recon_Ping_Sweep,confidence_0.6,Confidence floor (τ=0.6),169,29,,0.8994082840236687,0.13793103448275862,0.9651057753948366,0.1924907596989922,0.47337278106508873,0.07100591715976332,0.28402366863905326,0.10059171597633136,0.07100591715976332
1,Recon_Ping_Sweep,confidence_0.7,Confidence floor (τ=0.7),169,29,,0.9467455621301775,0.13793103448275862,0.9654901890463403,0.19778232775813012,0.4437869822485207,0.10059171597633136,0.26627218934911245,0.05325443786982249,0.13609467455621302
1,Recon_Ping_Sweep,entropy_benign_p90,Entropy (benign-val p90),169,29,,1.0,0.13793103448275862,0.9696021823039714,0.2830324141782115,0.05325443786982249,0.4911242603550296,0.15384615384615385,0.0,0.30177514792899407
1,Recon_Ping_Sweep,entropy_benign_p95,Entropy (benign-val p95),169,29,,0.9881656804733728,0.13793103448275862,0.9674750187163498,0.23453080543515833,0.27218934911242604,0.27218934911242604,0.23076923076923078,0.011834319526627219,0.21301775147928995
1,Recon_Ping_Sweep,entropy_benign_p99,Entropy (benign-val p99),169,29,,0.9171597633136095,0.13793103448275862,0.9652436263544137,0.1936607546467413,0.47928994082840237,0.0650887573964497,0.28994082840236685,0.08284023668639054,0.08284023668639054
1,Recon_Ping_Sweep,ensemble_p90,Ensemble AE+IF (p90),169,29,,0.8461538461538461,0.13793103448275862,0.9634302698292442,0.16257611614858936,0.5857988165680473,0.01775147928994083,0.24260355029585798,0.15384615384615385,0.0
1,Recon_Ping_Sweep,ensemble_p95,Ensemble AE+IF (p95),169,29,,0.8284023668639053,0.13793103448275862,0.9622837533117853,0.1376073603318531,0.07692307692307693,0.0,0.7514792899408284,0.17159763313609466,0.0
1,Recon_Ping_Sweep,conf07_ent_p95,"Confidence + Entropy (τ=0.7, benign p95)",169,29,,0.9881656804733728,0.13793103448275862,0.9674750187163498,0.23453080543515833,0.27218934911242604,0.27218934911242604,0.23076923076923078,0.011834319526627219,0.21301775147928995
1,Recon_Ping_Sweep,full_enhanced,Full enhanced (conf+ent+ensemble),169,29,,0.9881656804733728,0.13793103448275862,0.9668474045914456,0.22221926768952588,0.3136094674556213,0.28994082840236685,0.1893491124260355,0.011834319526627219,0.1952662721893491
1,Recon_VulScan,baseline_ae_p90,"Baseline (Phase 6, AE p90)",973,537,0.4618249534450652,0.7029804727646455,0.4618249534450652,0.9648849897116113,0.18961895391815353,0.3751284686536485,0.25488180883864336,0.07297019527235354,0.2970195272353546,0.0
1,Recon_VulScan,baseline_ae_p95,Baseline (AE p95),973,537,0.3687150837988827,0.6515930113052415,0.4618249534450652,0.9604681553075982,0.08735075916717633,0.3699897225077081,0.20349434737923947,0.07810894141829394,0.3484069886947585,0.0
1,Recon_VulScan,confidence_0.6,Confidence floor (τ=0.6),973,537,0.48044692737430167,0.7132579650565262,0.4618249534450652,0.9652335396988349,0.19363416385247428,0.32065775950668035,0.30935251798561153,0.06474820143884892,0.2867420349434738,0.018499486125385406
1,Recon_VulScan,confidence_0.7,Confidence floor (τ=0.7),973,537,0.5493482309124768,0.7512846865364851,0.4618249534450652,0.9656370059219875,0.19959050176828783,0.24152106885919836,0.38848920863309355,0.06166495375128469,0.24871531346351491,0.05960945529290853
1,Recon_VulScan,entropy_benign_p90,Entropy (benign-val p90),973,537,0.8603351955307262,0.9229188078108942,0.4618249534450652,0.9696346837497254,0.2816231020820592,0.13566289825282632,0.4943473792394656,0.03699897225077081,0.07708119218910586,0.25590955806783144
1,Recon_VulScan,entropy_benign_p95,Entropy (benign-val p95),973,537,0.7635009310986964,0.869475847893114,0.4618249534450652,0.9675814889696818,0.23530193846890207,0.15724563206577596,0.4727646454265159,0.051387461459403906,0.13052415210688592,0.1880781089414183
1,Recon_VulScan,entropy_benign_p99,Entropy (benign-val p99),973,537,0.527001862197393,0.7389516957862282,0.4618249534450652,0.9653938054485872,0.19512324833142766,0.3473792394655704,0.28263103802672146,0.065775950668037,0.26104830421377184,0.04316546762589928
1,Recon_VulScan,ensemble_p90,Ensemble AE+IF (p90),973,537,0.09124767225325885,0.4984583761562179,0.4618249534450652,0.9634414772243317,0.1623102082059191,0.010277492291880781,0.050359712230215826,0.43782117163412126,0.5015416238437821,0.0
1,Recon_VulScan,ensemble_p95,Ensemble AE+IF (p95),973,537,0.035381750465549346,0.4676258992805755,0.4618249534450652,0.962354359900837,0.13891030925093734,0.0020554984583761563,0.019527235354573486,0.4460431654676259,0.5323741007194245,0.0
1,Recon_VulScan,conf07_ent_p95,"Confidence + Entropy (τ=0.7, benign p95)",973,537,0.7635009310986964,0.869475847893114,0.4618249534450652,0.9675814889696818,0.23530193846890207,0.15724563206577596,0.4727646454265159,0.051387461459403906,0.13052415210688592,0.1880781089414183
1,Recon_VulScan,full_enhanced,Full enhanced (conf+ent+ensemble),973,537,0.5586592178770949,0.7564234326824255,0.4618249534450652,0.9669146489619711,0.22259153880926424,0.0041109969167523125,0.0565262076053443,0.20452209660842754,0.24357656731757452,0.49126413155190135
1,MQTT_Malformed_Data,baseline_ae_p90,"Baseline (Phase 6, AE p90)",1747,507,0.36489151873767256,0.815684029765312,0.36489151873767256,0.9645801485652293,0.18898077485574494,0.45163136805953064,0.10589582140812821,0.2581568402976531,0.18431597023468804,0.0
1,MQTT_Malformed_Data,baseline_ae_p95,Baseline (AE p95),1747,507,0.28402366863905326,0.792215226101889,0.36489151873767256,0.9593754342865597,0.06881697556306007,0.38752146536920434,0.0824270177447052,0.3222667429879794,0.20778477389811104,0.0
1,MQTT_Malformed_Data,confidence_0.6,Confidence floor (τ=0.6),1747,507,0.42998027613412226,0.8345735546651403,0.36489151873767256,0.964951113342628,0.19405961656074666,0.41442472810532344,0.14310246136233543,0.24899828277046365,0.16542644533485976,0.028048082427017746
1,MQTT_Malformed_Data,confidence_0.7,Confidence floor (τ=0.7),1747,507,0.534516765285996,0.8649112764739554,0.36489151873767256,0.965371390658412,0.19972345573962294,0.37092157985117347,0.1866056096164854,0.23926731539782484,0.13508872352604465,0.06811677160847167
1,MQTT_Malformed_Data,entropy_benign_p90,Entropy (benign-val p90),1747,507,0.8422090729783037,0.9542072123640527,0.36489151873767256,0.9693029448551332,0.27805993565027787,0.20721236405266172,0.35031482541499714,0.19232970807097882,0.04579278763594734,0.204350314825415
1,MQTT_Malformed_Data,entropy_benign_p95,Entropy (benign-val p95),1747,507,0.796844181459566,0.9410417859187178,0.36489151873767256,0.967197075318178,0.2318983168027229,0.27647395535203206,0.28105323411562677,0.22323983972524328,0.0589582140812822,0.16027475672581568
1,MQTT_Malformed_Data,entropy_benign_p99,Entropy (benign-val p99),1747,507,0.4260355029585799,0.8334287349742415,0.36489151873767256,0.9650452554613637,0.1948307495944904,0.38351459645105895,0.17401259301659988,0.2575844304522038,0.16657126502575845,0.018317115054378934
1,MQTT_Malformed_Data,ensemble_p90,Ensemble AE+IF (p90),1747,507,0.3747534516765286,0.8185460789925587,0.36489151873767256,0.9624014309602048,0.14279256521392295,0.4699484831139096,0.10875787063537493,0.23983972524327418,0.18145392100744132,0.0
1,MQTT_Malformed_Data,ensemble_p95,Ensemble AE+IF (p95),1747,507,0.1341222879684418,0.748712077847739,0.36489151873767256,0.9609668843889952,0.11388837184566702,0.16542644533485976,0.038923869490555235,0.544361763022324,0.25128792215226103,0.0
1,MQTT_Malformed_Data,conf07_ent_p95,"Confidence + Entropy (τ=0.7, benign p95)",1747,507,0.796844181459566,0.9410417859187178,0.36489151873767256,0.967197075318178,0.2318983168027229,0.27647395535203206,0.28105323411562677,0.22323983972524328,0.0589582140812822,0.16027475672581568
1,MQTT_Malformed_Data,full_enhanced,Full enhanced (conf+ent+ensemble),1747,507,0.8895463510848126,0.9679450486548369,0.36489151873767256,0.9666254981687117,0.21974632382269257,0.3010875787063538,0.27761877504293075,0.1986262163709216,0.03205495134516314,0.19061247853463079
1,MQTT_DoS_Connect_Flood,baseline_ae_p90,"Baseline (Phase 6, AE p90)",3131,0,,1.0,,0.9648894726696463,0.19070917648310154,0.9996806132226126,0.0,0.00031938677738741617,0.0,0.0
1,MQTT_DoS_Connect_Flood,baseline_ae_p95,Baseline (AE p95),3131,0,,1.0,,0.9597172598367306,0.0703592416305475,0.9996806132226126,0.0,0.00031938677738741617,0.0,0.0
1,MQTT_DoS_Connect_Flood,confidence_0.6,Confidence floor (τ=0.6),3131,0,,1.0,,0.9652761278001677,0.19562847342250114,0.9508144362823379,0.048866176940274675,0.0,0.0,0.00031938677738741617
1,MQTT_DoS_Connect_Flood,confidence_0.7,Confidence floor (τ=0.7),3131,0,,1.0,,0.9656762318047941,0.20147844816124658,0.9006707122325136,0.09900990099009901,0.0,0.0,0.00031938677738741617
