seed,target,variant,variant_name,n_target,n_loo_benign,h2_strict_rescue_recall,h2_binary_recall,ae_only_rescue_recall,flag_rate_all,false_alert_rate_benign,case1_pct,case2_pct,case3_pct,case4_pct,case5_pct
1,MQTT_DoS_Connect_Flood,entropy_benign_p90,Entropy (benign-val p90),3131,0,,1.0,,0.9695797675137963,0.282447416704337,0.6129032258064516,0.38677738741616097,0.0,0.0,0.00031938677738741617
1,MQTT_DoS_Connect_Flood,entropy_benign_p95,Entropy (benign-val p95),3131,0,,1.0,,0.9674671735397885,0.23450421464089133,0.7457681251996168,0.2539124880229959,0.0,0.0,0.00031938677738741617
1,MQTT_DoS_Connect_Flood,entropy_benign_p99,Entropy (benign-val p99),3131,0,,1.0,,0.9654240654153237,0.19647937883904593,0.9744490578090067,0.025231555413605878,0.0,0.0,0.00031938677738741617
1,MQTT_DoS_Connect_Flood,ensemble_p90,Ensemble AE+IF (p90),3131,0,,1.0,,0.9626984269300255,0.14430824048714336,0.3653784733312041,0.0,0.6346215266687959,0.0,0.0
1,MQTT_DoS_Connect_Flood,ensemble_p95,Ensemble AE+IF (p95),3131,0,,1.0,,0.9613983690998669,0.11559018267875662,0.00830405621207282,0.0,0.9916959437879271,0.0,0.0
1,MQTT_DoS_Connect_Flood,conf07_ent_p95,"Confidence + Entropy (τ=0.7, benign p95)",3131,0,,1.0,,0.9674671735397885,0.23450421464089133,0.7457681251996168,0.2539124880229959,0.0,0.0,0.00031938677738741617
1,MQTT_DoS_Connect_Flood,full_enhanced,Full enhanced (conf+ent+ensemble),3131,0,,1.0,,0.966831714238323,0.2221394953067248,0.2564675822420952,0.10891089108910891,0.48930054295752157,0.0,0.14532098371127436
1,ARP_Spoofing,baseline_ae_p90,"Baseline (Phase 6, AE p90)",1744,322,0.2826086956521739,0.867545871559633,0.2826086956521739,0.9646563588518248,0.1870130560799851,0.5005733944954128,0.05217889908256881,0.31479357798165136,0.13245412844036697,0.0
1,ARP_Spoofing,baseline_ae_p95,Baseline (AE p95),1744,322,0.17701863354037267,0.8480504587155964,0.2826086956521739,0.9596735509958891,0.07184832610950088,0.25344036697247707,0.03268348623853211,0.5619266055045872,0.15194954128440366,0.0
1,ARP_Spoofing,confidence_0.6,Confidence floor (τ=0.6),1744,322,0.41304347826086957,0.8916284403669725,0.2826086956521739,0.9648356771732259,0.18812986943920015,0.4541284403669725,0.09862385321100918,0.2735091743119266,0.10837155963302753,0.06536697247706422
1,ARP_Spoofing,confidence_0.7,Confidence floor (τ=0.7),1744,322,0.4782608695652174,0.9036697247706422,0.2826086956521739,0.9650217199316797,0.19036349615763024,0.37270642201834864,0.18004587155963303,0.22935779816513763,0.0963302752293578,0.12155963302752294
1,ARP_Spoofing,entropy_benign_p90,Entropy (benign-val p90),1744,322,0.9440993788819876,0.9896788990825688,0.2826086956521739,0.9687885254206136,0.2645518121626293,0.05504587155963303,0.49770642201834864,0.030389908256880736,0.010321100917431193,0.4065366972477064
1,ARP_Spoofing,entropy_benign_p95,Entropy (benign-val p95),1744,322,0.7329192546583851,0.9506880733944955,0.2826086956521739,0.9662029793739101,0.2087111442018773,0.2276376146788991,0.3251146788990826,0.12098623853211009,0.04931192660550459,0.2769495412844037
1,ARP_Spoofing,entropy_benign_p99,Entropy (benign-val p99),1744,322,0.391304347826087,0.8876146788990825,0.2826086956521739,0.9647964512904195,0.18770441673092775,0.48910550458715596,0.06364678899082568,0.30275229357798167,0.11238532110091744,0.03211009174311927
1,ARP_Spoofing,ensemble_p90,Ensemble AE+IF (p90),1744,322,0.33540372670807456,0.8772935779816514,0.2826086956521739,0.9627488602079196,0.14712686467944797,0.5969036697247706,0.06192660550458716,0.2184633027522936,0.12270642201834862,0.0
1,ARP_Spoofing,ensemble_p95,Ensemble AE+IF (p95),1744,322,0.18012422360248448,0.8486238532110092,0.2826086956521739,0.9614387157221821,0.11920653069907199,0.40711009174311924,0.033256880733944956,0.40825688073394495,0.15137614678899083,0.0
1,ARP_Spoofing,conf07_ent_p95,"Confidence + Entropy (τ=0.7, benign p95)",1744,322,0.7329192546583851,0.9506880733944955,0.2826086956521739,0.9662029793739101,0.2087111442018773,0.2276376146788991,0.3251146788990826,0.12098623853211009,0.04931192660550459,0.2769495412844037
1,ARP_Spoofing,full_enhanced,Full enhanced (conf+ent+ensemble),1744,322,0.6863354037267081,0.9420871559633027,0.2826086956521739,0.965408375062201,0.19358098226394022,0.2643348623853211,0.3944954128440367,0.08428899082568807,0.05791284403669725,0.19896788990825687
